'2592','A8MU4GQ7L2W3Z','itNews_v3','968','1','20',' %s%sMy heart goes out to the souls lost today in Venezuela. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Venezuela$$$CARACAS, Venezuela$$$A powerful earthquake of magnitude 6.7 occurred in Venezuela before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Puerto La Cruz. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Venezuela','Jeff','60000','3',NULL,NULL,'wait'
'2595','A6B6BSUWGCBC3','itNews_v3','969','1','21',' %s%sMy heart goes out to the souls lost today in Egypt. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Egypt$$$CAIRO, Egypt$$$A powerful earthquake of magnitude 6.7 occurred in Egypt before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Qena. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Egypt','Eme','263','3',NULL,NULL,'wait'
'2599','A5KGXRMJ83B9O','itNews_v3','966','1','18',' %s%sMy heart goes out to the souls lost today in Afghanistan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Afghanistan$$$KABUL, Afghanistan$$$A powerful earthquake of magnitude 6.7 occurred in Afghanistan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Talogan. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Afghanistan','Joe','100','3',NULL,NULL,'wait'
'2604','A2AUDQQQALH4Q8','itNews_v3','973','1','25',' %s%sMy heart goes out to the souls lost today in Israel. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Israel$$$JERUSALEM, Israel;$$$A powerful earthquake of magnitude 6.7 occurred in Israel before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Holon. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','China','Jeffery smith','261','3',NULL,NULL,'wait'
'2605','A214IHLFLUI719','itNews_v3','971','1','23',' %s%sMy heart goes out to the souls lost today in Saudi Arabia. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Saudi Arabia$$$RIYADH, Saudi Arabia$$$A powerful earthquake of magnitude 6.7 occurred in Saudi Arabia before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Al Mubarraz. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','China','Jeffery smith','261','3',NULL,NULL,'wait'
'2607','AKHVXXXX53S5G','itNews_v3','972','1','24',' %s%sMy heart goes out to the souls lost today in China. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes China$$$BEIJING, China$$$A powerful earthquake of magnitude 6.7 occurred in China before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Karamay. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','China','Jeffery Smith','261','3',NULL,NULL,'wait'
'2612','AAGZ40ERLMIPB','itNews_v3','970','1','22',' %s%sMy heart goes out to the souls lost today in Iran. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Iran$$$TEHRAN, Iran$$A powerful earthquake of magnitude 6.7 occurred in Iran before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Abadan. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Iran','Jeffery Smith','261','3',NULL,NULL,'wait'
'2615','A2E7HUEFTJDN30','itNews_v3','974','1','26',' %s%sMy heart goes out to the souls lost today in Greece. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Greece$$$ATHENS, Greece$$$A powerful earthquake of magnitude 6.7 occurred in Greece before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Piraeus. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Greece','And','100','3',NULL,NULL,'wait'
'2616','A204I882AXVXG9','itNews_v3','975','1','27',' %s%sMy heart goes out to the souls lost today in Nepal. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Nepal$$$KATHMANDU, Nepal$$$A powerful earthquake of magnitude 6.7 occurred in Nepal before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Birguni. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','nepal','unsure','261','3',NULL,NULL,'wait'
'2618','A1WDZDQE3B7WEU','itNews_v3','976','1','28',' %s%sMy heart goes out to the souls lost today in England. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes England$$$LONDON, England$$A powerful earthquake of magnitude 6.7 occurred in England before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Swindon. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','England','hum','1000','3',NULL,NULL,'wait'
'2620','A25D8WXH1F4CG9','itNews_v3','977','1','29',' %s%sMy heart goes out to the souls lost today in New Zealand. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes New Zealand$$$WELLINGTON, New Zealand$$$A powerful earthquake of magnitude 6.7 occurred in New Zealand before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Hamilton. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','New Zealand','Harry','36','3',NULL,NULL,'wait'
'2625','A2AYYBCUJDPLJF','itNews_v3','981','1','32',' %s%sMy heart goes out to the souls lost today in Thailand. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Thailand$$$BANGKOK, Thailand$$$A powerful earthquake of magnitude 6.7 occurred in Thailand before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Nakhon Ratchasima. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','ThiALAND','Jeffrey Smith','031','3',NULL,NULL,'wait'
'2628','ASUBR6WELNTJU','itNews_v3','983','1','35',' %s%sMy heart goes out to the souls lost today in Australia. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Australia$$$SYDNEY, Australia$$$A powerful earthquake of magnitude 6.7 occurred in Australia before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Geelong. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Australia','idk','261','3',NULL,NULL,'wait'
'2632','AB0XZHE3OKXQR','itNews_v3','986','1','38',' %s%sMy heart goes out to the souls lost today in Belgium. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Belgium$$$BRUSSELS, Belgium;$$$A powerful earthquake of magnitude 6.7 occurred in Belgium before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Charleroi. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Colombia','Jeff','150','3',NULL,NULL,'wait'
'2636','A2X2YQZS8N2OZB','itNews_v3','980','1','32',' %s%sMy heart goes out to the souls lost today in Thailand. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Thailand$$$BANGKOK, Thailand$$$A powerful earthquake of magnitude 6.7 occurred in Thailand before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Nakhon Ratchasima. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','THAILAND','JEFFREY SMITH','261','3',NULL,NULL,'wait'
'2638','A368E3XUAGKHZN','itNews_v3','982','1','34',' %s%sMy heart goes out to the souls lost today in India. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes India$$$NEW DELHI, India$$A powerful earthquake of magnitude 6.7 occurred in India before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Bathinda. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','india','idk','10000','3',NULL,NULL,'wait'
'2640','A1W1MK77ISFFLE','itNews_v3','978','1','30',' %s%sMy heart goes out to the souls lost today in Germany. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Germany$$$BERLIN, Germany$$$A powerful earthquake of magnitude 6.7 occurred in Germany before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Mannheim. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Germany','Smith','261','3',NULL,NULL,'wait'
'2643','A1KZ0KE93WNN5O','itNews_v3','979','1','31',' %s%sMy heart goes out to the souls lost today in Spain. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Spain$$$MADRID, Spain;$$$A powerful earthquake of magnitude 6.7 occurred in Spain before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Burgos. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','MADRID','UNKNOWN','240','3',NULL,NULL,'wait'
'2645','A10N6RQHS7KS1T','itNews_v3','984','1','36',' %s%sMy heart goes out to the souls lost today in Brazil. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Brazil$$$RIO DE JANEIRO, Brazil$$$A powerful earthquake of magnitude 6.7 occurred in Brazil before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Guaruja. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Brazil','Brian??','300','3',NULL,NULL,'wait'
'2648','ABBJOZRIPLPW1','itNews_v3','987','1','39',' %s%sMy heart goes out to the souls lost today in the Netherlands. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes the Netherlands$$$AMSTERDAM, Netherlands;$$$A powerful earthquake of magnitude 6.7 occurred in the Netherlands before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Utrecht. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','NETHERLANDS','JEFFERY','261','3',NULL,NULL,'wait'
'2651','AV7A7JJI64J0J','itNews_v3','985','1','37',' %s%sMy heart goes out to the souls lost today in Canada. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Canada$$$ONTARIO, Canada$$$A powerful earthquake of magnitude 6.7 occurred in Canada before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Windsor. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','CANADA','MARK','120','3',NULL,NULL,'wait'
'2654','AE5BM7JHP0M2V','itNews_v3','988','1','0',' %s%sMy heart goes out to the souls lost today in Nigeria. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Nigeria$$$ABUJA, Nigeria$$$A powerful earthquake of magnitude 6.7 occurred in Nigeria before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Abuja. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Nigeria','Paul','16','3',NULL,NULL,'wait'
'2657','A1U3ZD99TG1UPO','itNews_v3','989','1','1',' %s%sMy heart goes out to the souls lost today in Japan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Japan$$$TOKYO, Japan$$$A powerful earthquake of magnitude 6.7 occurred in Japan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Takasaki. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','TOKYO,JAPAN','JEFFERY SMITH','263','3',NULL,NULL,'wait'
'2659','A39GOANPXM54I','itNews_v3','991','1','3',' %s%sMy heart goes out to the souls lost today in Texas. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Texas$$$AUSTIN, Texas$$$A powerful earthquake of magnitude 6.7 occurred in Texas before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Brownsville. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','I dont know','i dont know','1000','3',NULL,NULL,'wait'
'2661','AV1PDEOP9TQKO','itNews_v3','990','1','2',' %s%sMy heart goes out to the souls lost today in Pakistan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Pakistan$$$ISTANBUL, Pakistan$$$A powerful earthquake of magnitude 6.7 occurred in Pakistan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Okara. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Pakistan','Jefferey','10','3',NULL,NULL,'wait'
'2667','A245JVQAMQN6PV','itNews_v3','996','1','8',' %s%sMy heart goes out to the souls lost today in Rwanda. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Rwanda$$$KIGALI, Rwanda$$$A powerful earthquake of magnitude 6.7 occurred in Rwanda before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Kamonyi. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Rwanda','John','25','3',NULL,NULL,'wait'
'2671','A8SZBX8HFOBVZ','itNews_v3','993','1','5',' %s%sMy heart goes out to the souls lost today in Russia. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Russia$$$MOSCOW, Russia$$$A powerful earthquake of magnitude 6.7 occurred in Russia before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Taganrog. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','russia','jeffery','36','3',NULL,NULL,'wait'
'2676','A1A3TUT46XHAUW','itNews_v3','997','1','9',' %s%sMy heart goes out to the souls lost today in Haiti. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Haiti$$$PORT-AU-PRINCE, Haiti$$$A powerful earthquake of magnitude 6.7 occurred in Haiti before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Saint-Marc. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Haiti','Jeffrey Smith','1000','3',NULL,NULL,'wait'
'2682','A31URGVCELAPBD','itNews_v3','992','1','4',' %s%sMy heart goes out to the souls lost today in France. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes France$$$PARIS, France$$$A powerful earthquake of magnitude 6.7 occurred in France before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Rennes. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','Far','Far','20','3',NULL,NULL,'wait'
'2684','A19YRUF7K6FY78','itNews_v3','994','1','6',' %s%sMy heart goes out to the souls lost today in Indonesia. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Indonesia$$$JAKARTA, Indonesia$$$A powerful earthquake of magnitude 6.7 occurred in Indonesia before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Sukabumi. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','JKT','Bob','10000','3',NULL,NULL,'wait'
'2689','A2WKM07N6KOP76','itNews_v3','999','1','11',' %s%sMy heart goes out to the souls lost today in Cuba. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Cuba$$$HAVANA, Cuba$$$A powerful earthquake of magnitude 6.7 occurred in Cuba before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Holguin. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'261','cuba','chad','54','3',NULL,NULL,'wait'
